,class,documents
1458,8,"@chavahkinloch lol! I can see you have one :)
"
1459,8,"@impossiblecat oh my, I can't even write a short story!
"
1460,8,"baked/grilled veges taste sooo much better than steamed
"
1461,8,"@impossiblecat oh wow, My mother used to have one when I was 13?... a very long time ago... well, not that long ;)
"
1462,8,"@eileen_harris @impossiblecat funny I've never felt the need for one.  I use the stove to re-heat food, though I hardly re-heat mmmhhh
"
1463,8,"Am I the only one who doesn't have a microwave??
"
1464,8,"@shessassy yes it is, be quiet ;)
"
1465,8,"Happiness http://post.ly/MsnW
"
1466,8,"@GimaraDuncan ah! caught you online :) yes, currently a real estate agent, I enjoy business as well so fits nicely
"
1467,8,"@AGirlCalledKate Morning! sounds like you enjoyed the movie, its the fashion isn't it? like s** and the city movie, fashion & fun! :)
"
1468,8,"@GimaraDuncan yes, we have to make that dream come true! so I gave myself a time frame, by 2011 I'll be back as a mad scientist ;)
"
1469,8,"@GimaraDuncan Can't wait to have a microscope with my name on it! hehe
"
1470,8,"@GimaraDuncan won't be photographing for a while, concentrating on my business(no access to a lab) hopefully will have lab at home next year
"
1471,8,"I secretely smile... http://post.ly/MZqX
"
1472,8,"@AGirlCalledKate with the Devil? ohhh its a good one, enjoy! :)
"
1473,8,"Things change when you are addressed as ""ma'am"", don't I look 20 anymore? makes me chuckle
"
1474,8,"@sharynread ohhh there is a way, but I forgot what it is :)
"
1475,8,"This would Suit Me FINE, thank you. http://post.ly/M3uO
"
1476,8,"@dahara so true, you have a point there lol!
"
1477,8,"@dahara lol!... i was expecting some enlightenment there
"
1478,8,"@jeanettemarsh kitty belongs to one of my neighbours, purrs easily when  you cuddle him, but always has this look :)
"
1479,8,"Kitty Cat http://post.ly/M2m0
"
1480,8,"very sleepy, good night everyone
"
1481,8,"@OpalFox @FeelatHomeNZ yes was really sad, he was well/happy, fed by its mum, & suddenly looked sick, I picked it up & just died in my hands
"
1482,8,"@FeelatHomeNZ hi there, bird didn't make it... I cried for an hour :(
"
1483,8,"Just arrived from the Highwic house.... OMG it is soooo beautiful! I fell in love with the house... seriously in LOVE!...
"
1484,8,"@newzealandbirds Thank  you! I've called them, now we have a plan! seem that while learning to fly hit the window.. shall be ok soon :)
"
1485,8,"@OpalFox yes she tweets really loud, i have fed her my nectarines... i will take her outside again, many cats around though
"
1486,8,"@cafe_chick oh my I hope she finds her nest... so happy you said 'an hour or so' and not 'few days'
"
1487,8,"@cafe_chick this is my first time holding one.. I really don't know what i'll do with it.  do they take long to learn to fly?
"
1488,8,"@cafe_chick oh i thought it was.. its eating my nectarines :)  you seem to know more about birds,, i just know they tweet :)
"
1489,8,"@newzealandbirds me again,,its ok now but can;t seem to take flight... how can i help?
"
1490,8,"bird and i both tweet lol!... ok i'll stop with the bird
"
1491,8,"Its Now Asleep Perched On My Finger http://post.ly/LFWL
"
1492,8,"@FeelatHomeNZ lol! its now asleep perched on my finger... can't seem to fly...i think its a baby
"
1493,8,"Bird Caring http://post.ly/LExA
"
1494,8,"@newzealandbirds thank u! took it outside but doesn't fly. i will keep it for a while until it recovers :)
"
1495,8,"@GimaraDuncan yes me too, I find it calming and refreshing.  Its summer here, sorry to hear about your -1C!
"
1496,8,"@cafe_chick oh really? I'll try that, thank you :)
"
1497,8,"@newzealandbirds @Forest_and_Bird Morning! found bird in garden, not moving much, doesn't look injured/old, any idea what I could do?
"
1498,8,"@GimaraDuncan Morning! same here, I was in a red craze last year... but now its turquoise :)
"
1499,8,"@shessassy Oh thank you! very kind, will call them  now :)
"
1500,8,"is the bird association here on twitter? anyone knows lots about bird?
"
1501,8,"have a little bird on my lap, not moving much, found it in my backyard... doesn't look wounded
"
1502,8,"Up Early Today http://post.ly/L2mU
"
1503,8,"I was shooting with my camera today... http://post.ly/L2Iu
"
1504,8,"Its ok, I've removed it with the help of a knife... no, I don't carry knives in my purse, I'm at home :)
"
1505,8,"anyone has a sony ericssonW508??? how do i remove the battery cover???
"
1506,8,"aarrgghhh!! how do i remove the battery cover of a mobile???? it doesn't say how in the user guide!!
"
1507,8,"@AGirlCalledKate lol, haven't been 2 hairdresser in yrs, i cut it myself :) mind u I've decided to let it grow & be one length for a while
"
1508,8,"@AGirlCalledKate Afternoon.. well! guess what I'm doing!... working!! yeyyyyy!!! ;) are you getting a new look? or just a trim??
"
1509,8,"Touchscreen tablet computer, the ""iPad"" http://bit.ly/9gyZPP
"
1510,8,"Jamming Tonight http://post.ly/KgC0
"
1511,8,"@eileen_harris lol! so true! so true!
"
1512,8,"@eileen_harris oh geez, I hope you were dreaming... sounds like a mean mean dream ;)  ok ok i'll take my umbrella
"
1513,8,"@ParnellVillage great idea! shall think about that ;)
"
1514,8,"@cameocreams oh I'm holding on to my drink, even if its pouring down!.. I can handle rain on a hot day
"
1515,8,"@cameocreams OH gosh, please don't say that... I'm already planning my cold drink for midday... have you heard something? ;)
"
1516,8,"Morning Everyone! I see sun, its all good today.  Should get the ice cubes ready for later :)
"
1517,8,"My Own Coke Advert http://post.ly/KaSA
"
1518,8,"OH to love thy sun.  lovely.  I will just have salad for dinner, its too hot to be cooking
"
1519,8,"@impossiblecat so true! I'm with you on that one.
"
1520,8,"Work Bits http://post.ly/KNa2
"
1521,8,"@eileen_harris This is a beautiful one, Eileen.   Flamenco dancing is the first thing that pops into my mind.  Funny ... http://post.ly/K7T0
"
1522,8,"@eileen_harris lol! I think I can smell the tequila... the lemon and salt... ohhh those were days.  Now I get high on strawberry juice
"
1523,8,"@eileen_harris Hi there! This photo instantly reminds me of my 'club nights' in my early twenties.  My favourite... http://post.ly/KGiB
"
1524,8,"@rgoodchild hehehehe that's so cute
"
1525,8,"@impossiblecat oh that sounds just as good :)
"
1526,8,"@eileen_harris ah thank you for that... I sent an email to them but they still haven't replied.  I guess I'll just have to delete and repost
"
1527,8,"@eileen_harris There you are! haven't seen you in a few days?
"
1528,8,"@impossiblecat Hi there! I hope they were 'fun' late nights :) did it include dancing with lots of yummy food?
"
1529,8,"Morning Morning everyone! :)
"
1530,8,"@kittenypentland lol! we sure can!
"
1531,8,"lol! ""So you can relax on your bed and watch giant manta rays float slowly by, or admire the sharks from your toilet"" http://ow.ly/ZPbU
"
1532,8,"@kittenypentland Hi there! do I have competition for George??? isn't he adorable? :)
"
1533,8,"@vingom hi! yes its quite nice, its a wonderful snack :)
"
1534,8,"All Posterous users! ... is it possible to change a photo already posted? :)
"
1535,8,"The Peanut Butter and The Jelly http://post.ly/KEAr
"
1536,8,"Punctuation: A woman without her man is nothing.  A woman, without her man, is nothing.  A woman: without her, man is nothing.  Punctuation!
"
1537,8,"Going to buy Fitflops (like flip flops) but these are great for tightening your buns/legs! yey! http://ow.ly/ZNfL
"
1538,8,"The Hand That Rocks The.. http://post.ly/KBCJ
"
1539,8,"Morning everyone!
"
1540,8,"Do you at least get eggs? free range eggs? ;) http://yfrog.com/1exopzj
"
1541,8,"yey I missed the ferocious rain! had to walk from office to home... its what happens when you lend your car to the people you love :)
"
1542,8,"She was a He! http://post.ly/JkRt
"
1543,8,"Morning Dear Tweeters! :)  Storm has passed, sun is shinning.
"
1544,8,"that's it for me today, going to bed early, buenas noches!
"
1545,8,"@joegreenz  I've never had apples with onions, maybe with tomates but not with oignons.  So all raw and together or did you fry/grill them?
"
1546,8,"@shessassy oh my, and you are still up? I would a zombie by now
"
1547,8,"@joegreenz yes I think the French helps there ;-)
"
1548,8,"@shessassy mmhhh not sure if its a valid excuse though ;-)
"
1549,8,"@chrisrio hahaha, oh with this achievement I AM standing tall. So, show me how you do the granny knot ;-)
"
1550,8,"I must go now :)
"
1551,8,"@vingom lol! 'morgue' in link made me think u wanted me to bury the photo! thnx for link, didn't know about this site :)
"
1552,8,"@chrisrio I'm DOING IT RIGHT! lol
"
1553,8,"My first photo a day  http://ow.ly/YpNq   posting with posterous via email is fun, though my cellphone monthly bill will increase
"
1554,8,"@eileen_harris you are welcome :)  I'm sure they teach it at school... I was probably away that day too
"
1555,8,"@eileen_harris here is a better explanation! http://ow.ly/Yonw
"
1556,8,"@eileen_harris it takes approx 365.242 days for earth to go around the sun, but for simplicity we use the calendar or 7 days, 52 weeks
"
1557,8,"@eileen_harris lol!!! sorry
"
1558,9,"After this J my maal will be over.
"
1559,9,"Meetings for today over. Now checking in a hotel. Need to unwind with a nice high concentration doobie.
"
1560,9,"@indytripper Me also in baddi right now.
"
1561,9,"Its amazing to see how perfectly different people from different backgrounds coexist and live in harmony in Chandigarh.There is NO profiling
"
1562,9,"@indytripper Kithe si?
"
1563,9,"Ordered hot n sour chicken soup and chicken choupsuey
"
1564,9,"But before....I should have lunch. Chicken shicken hojaye aaj toh.
"
1565,9,"Now heading to a Solar cell manufaturing plant. Excited. Im such a geek when it comes to stuff like this.
"
1566,9,"Was at the Coca Cola factory. My meeting was effin awesome! 2 hours long and I got everything I needed. Great.
"
1567,9,"LAWL!! RT @iwannaquitmyjob: Smith, Kallis - 20
"
1568,9,"Parnell - 22
"
1569,9,"Oops.. match fixed ;) (via comments on rediff)
"
1570,9,"And locals here are so friendly.
"
1571,9,"Plus Chandigarh di kudiyan toh....tauba!
"
1572,9,"I wanna settle in Chandigarh man. Its all the goods things about Delhi minus the excessive population, pollution, dirt, traffic etc.
"
1573,9,"Reached Chandigarh.
"
1574,9,"Mallu!! RT @zennmaster: I once dated a girl. Well till she pronounced ''Cabin'' as ''Kay-bin''.
"
1575,9,"Radiohead banging in my earphones!
"
1576,9,"This loo is like a perfect hotbox. No exhauts.
"
1577,9,"But actually on cannabis the defn 'sober' makes no sense. It makes u sharp, increases concentration etc. Its just a taboo in society.
"
1578,9,"@payoladeville Yes. 10 Am to 7pm. I keep my boundaries. Although today im travelling so this one's for the road.
"
1579,9,"Now....smoking J in the loo.
"
1580,9,"Plan for the trip: board train, get stoned, put on earphones, sleep.
"
1581,9,"At new delhi rly station. Boarding shatabdi to chandigarh.
"
1582,9,"Way to go. RT @Satans_Thong: I spelled lent wrong in that last joke and I don't give a fuck.
"
1583,9,"Ordered Chicken Supreme. The guy said it'll take 15-20 minutes. Bastard!
"
1584,9,"Now, sittin a Pizza Hut with a friend. Nicely stoned. Gonna satisfy my munchies 'nicely'.
"
1585,9,"Uncle uncle dekho zara! RT @shraddha1812: Wokay! Ticket to Bombay has been booked. Secret-trip-that-parents-know-nothing-about is in motion!
"
1586,9,"Nice! RT @viveksingh: Smart, intelligent, kind, sweet, charming, witty, hilarious, friendly...well enough about ME! How are you?
"
1587,9,"@meerasapra Its an everyday thing. Used to it.
"
1588,9,"Listening to Alanis Morissette's Jagged Little Pill. Bloody stuck in traffic.
"
1589,9,"Ouch! Stuck here myself atm. RT @meerasapra: On the BRT again. This is the only stretch that reminds me of #mumbaitraffic
"
1590,9,"Outty.
"
1591,9,"I've been conned.
"
1592,9,"Noon. RT @maggie_thatcher: @illsahil afternoon, maggie thatcher. x
"
1593,9,"Amen. RT @zennmaster: Beer is THE answer to all of life's dilemmas. #truestory #fact
"
1594,9,"What is Malayali management graduate called?
"
1595,9,"Yem Bee Yae.
"
1596,9,"http://www.team-bhp.com/forum/shifting-gears/2439-official-joke-thread-3.html
"
1597,9,"V-O-L-V-O: Very Odd Looking Vehicular Object
"
1598,9,"What is the difference between the flu and a Skoda ?
"
1599,9,"It is possible to get rid of the flu.
"
1600,9,"What do you call a Skoda at the top of a steep hill?
"
1601,9,"A miracle.
"
1602,9,"What do you call two Skodas at the top of a steep hill?
"
1603,9,"A mirage.
"
1604,9,"What do you call a Skoda rally?
"
1605,9,"A scrapyard.
"
1606,9,"Funny. You might as well switch if off, rather than waitin for it be quite, right? RT @mycrotchetyluv: happy that my phone is finally quiet.
"
1607,9,"I want you. I want you so bad. Its driving me mad. She's so heavy.
"
1608,9,"Sir Paul McCartney hopes Abbey Road can be saved http://bit.ly/d9IJSH
"
1609,9,"Am overflooded with work today. Good or bad? Definitely not shanti.
"
1610,9,"Addiction. RT @TrulyAditi: I keep on logging in and out of fb...what is wrong with me?!
"
1611,9,"Walk the talk you slow bastard!
"
1612,9,"The big Q: To go or not to go.
"
1613,9,"What a dumbo guy this is man. This is the guy who I gotta travel with. Fuck!
"
1614,9,"Indians 8th most beautiful people, says poll http://bit.ly/dsBuMJ
"
1615,9,"I should have worn the 'Im with Stupid' t-shirt. This guy is effin dumb!
"
1616,9,"What's preventing the Lexus' and the Infiniti's from flooding our streets just like the Beamers and the Mercs?
"
1617,9,"2nd that. Peep show, the office, extras, and the list goes on n on RT @PolitelyPink: I love most British comedies.
"
1618,9,"There can be no forgetting the Margaret Thatcher principle of leaving something on the table for the small investor.
"
1619,9,"I feel like having McD's for lunch. Been a long time. Maharaja Mac baby!
"
1620,9,"What about the Lexus', the Infinitis and the Rovers?
"
1621,9,"Build Quality or Reliability? Both are different.
"
1622,9,"Which Social Network Is Right For You? http://bit.ly/bbgBKo
"
1623,9,"NSync why do they sing, am I the only one who realizes they stink? Should I dye my pink, lip sync and buy the biggest size of earrings.
"
1624,9,"Homophobic? Nah.....heterophobic.
"
1625,9,"Fuckin snitches. All of em.
"
1626,9,"Calculate the Speed of Light by Melting Chocolate http://bit.ly/a9wO6u
"
1627,9,"Rumour says that Yahoo is working on a Buzz of its own.
"
1628,9,"Google is a $170 billion company.
"
1629,9,"Wtf....man u won last night?? And real madrid lost!
"
1630,9,"Again...an hour late.
"
1631,9,"Goodmorning and all that shit.
"
1632,9,"Again late.
"
1633,9,"Fuck. Tukka bahenchod!
"
1634,9,"Soooo close. RT @MaxRakontur: BACH GAYA behnchod !
"
1635,9,"Ooo yeah. The classic Black Mamba. RT @perniciously: @illsahil Kill Bill II
"
1636,9,"@perniciously Which QT?
"
1637,9,"@MaxRakontur Well said. Very to the point lol. Aaj toh ronaldinho gaand mar raha hai.
"
1638,9,"Join the club. RT @perniciously: Fuck! I always forget to buy cigarettes for the night :@
"
1639,9,"How old is Pirlo(ac milan captain)?
"
1640,9,"The 'high' one. Which obviously is the good one. RT @shraddha1812: @illsahil Is that a good *eeeee* or a bad one? :s
"
1641,9,"Oooo yeah. AC Milan playin beautiful football. You gotta luv dem Italians.
"
1642,9,"*Eeeeeeeeeee* Positive marketing! RT @shraddha1812: Follow @illsahil now, please. It's for your own good. Really.
"
1643,9,"Touch 300 followers and I owe each one of you a joint.
"
1644,9,"Now watchin AC Milan vs Man U. Ronaldinho scores...just 3 mins in the match. Killer.
"
1645,9,"@payoladeville It was a 'not to intend' pun!
"
1646,9,"@payoladeville DP Change.
"
1647,9,"@shraddha1812 @fubar69 Opeth imo is the definition of 'Brutiful'
"
1648,9,"Had a smoke. Should I go to bed now?
"
1649,9,"@payoladeville And all of a sudden you're a different person.
"
1650,9,"My poetry's deep. I never fell.
"
1651,9,"You can crush it but it will not fall. Playin Bioshock 2. Killer stuff.
"
1652,9,"Found an island in ur heart. country in ur eyes +100 RT @perniciously: #NowPlaying: The Doors - Break on Through (To the Other Side)
"
1653,9,"@fubar69 owww. heard about that one. they dont have game shops like that in delhi...
"
1654,9,"@fubar69 go to 15?
"
1655,9,"@fubar69 you into all that stuff? Its installing atm.
"
1656,9,"So Bioshock 2 has landed into my house. Gonna give it a spin now.
"
1657,9,"Had home cooked Curry chawal, and then sukhe paneer. Finished it off with chikki. #win
"
1658,9,"Finally reached home. Home sweet home. No parties today. I finally have the night to myself.
"
1659,9,"Phew.
"
1660,9,"Smokin J now.
"
1661,9,"Leaving Lawrance rd now. Long drive back to Noida.
"
1662,9,"It was a pleasure to ride the BM. I love my job.
"
1663,9,"Ooo yeah. This is the special edition with the iDrive not usually found in the 3 Series.
"
1664,9,"Now reached the BMW dealership at Lawrence Rd. Going to get my hands on the 320D variant.
"
1665,9,"Blocking sites is a bitch and a half.
"
1666,9,"This is a sea horse. No arguments please. http://bit.ly/9jn7ez
"
1667,9,"Crazy goats http://bit.ly/avvmuK @fubar69
"
1668,9,"Phew. Out of the Honda station. Classic Milds did calm me down. Looking at human blood with pieces of internal human body parts is SICK!
"
1669,9,"The split is so perfect its like some used a chainsaw to cut the car into 2 parts.
"
1670,9,"Am at the Prime Honda Service Station. There's an Accord split into 2. Guy says all 4 dies. The seats are soaked in blood. *pukes*
"
1671,9,"*2 thumbs up* RT @flyyoufools: You naughty people on Twitter! Just mentioning LSD in one tweet gets 20 responses with BETTER options...
"
1672,9,"Car accidents are miserable. Make me wanna throw up.
"
1673,9,"MDMA RT @brainstuck: Ecstasy RT @flyyoufoolsLSD .
"
1674,9,"Rofl RT @brainstuck: My colleague typed his password in the username field by mistake... mini-Rocket57 is a strong password, i must say...
"
1675,9,"So shit has hit the fan. Pun intented.
"
1676,9,"We all miss our exes when we're drunk RT @DesiNinja: why do i miss my ex every time i'm drunk?
"
1677,9,"Is it Presidents Day or President's Day or Presidents' Day?
"
1678,9,"Now....test driving the Fiat Punto 1.6 turbo.
"
1679,9,"The chances!! RT @shiladitya: The guy who's car I hit is a relationship mgr for a finance firm n works in the car finance and insurance dept
"
1680,9,"Intel and Nokia merge software to create MeeGo http://bit.ly/aYUkUz
"
1681,9,"Bah! One things gets over another thing starts. Have to leave for Chandigarh tomorrow early mornin...faaak.
"
1682,9,"Sitar in my head.
"
1683,9,"Feel so sorry. Mere functions ka toh kal last day tha! Finally. RT @moronmoron: Trouble is, kal toh trailor tha.. wedding toh aaj hai! :(
"
1684,9,"Jojo was a man who thought he was a loner, but he knew he couldnt last. Jojo left his home in Tuscon,Arizona, for some California grass.
"
1685,9,"Men 'need better-fitting condoms' http://bit.ly/9uGr0H
"
1686,9,"Mending hearts in times of conflict http://bit.ly/9Daqu9
"
1687,9,"Windows 7 Mobile looks pretty kickass.
"
1688,9,"Tang tanang tanang tanana tang tanang tanang tanana..
"
1689,9,"Amen RT @brainstuck: In punjabi weddings,one is only considered healthy and not-ill, if he/she is fat. Else they will say, you look weak etc
"
1690,9,"Network in Noida is #fail . Infact, Noida as a whole is #fail
"
1691,9,":( RT @fubar69: :)
"
1692,9,"Why Tilt Your Head When You Can Bend Your Vision? http://bit.ly/dsK99w
"
1693,9,"28 Feb RT @PolitelyPink: Holi kab hai! Kab hai holi?!
"
1694,9,"Ouch! RT @shiladitya: *fraack* late braking accident, one headlight gone
"
1695,9,"Mubarak ho! RT @BrijeshT: got the psp, havent had the time
"
1696,9,"The only bad trip this mornin is the weather. Its friggin hot!
"
1697,9,"Lol RT @viveksingh: My name is Khan and My film is super hit #fail
"
1698,9,"Great mornin! Reached an hour late to work.Slept good. No more late night parties. My shanti evening with shanti herbs and friends are back.
"
1699,9,"Back from the last function. Finally, tomorrow onwards, my evenings will be shanti again.
"
1700,9,"Yeah baby. Its Always Sunny n Philadelphia DVD is out. Buying it now.
"
1701,9,"@payoladeville The worst??? Shanti means peace.
"
1702,9,"Alone man. Alone. #win RT @fubar69: Monday is almost over. Might catch up witha friend for dinner. Maybe i'll eat alone. Bah.
"
1703,9,"Peace RT @payoladeville: @illsahil what's shanti
"
1704,9,"Om Shanti Shanti Om RT @OldmonkMGM: @illsahil Har har mahadev ka prasad?
"
1705,9,"Lots of driving ahead. Gotta reach home. Then heading to Chattarpur border for a function. Phew.
"
1706,9,"@paavani Management corruption + lots of theft thus huge losses. It never broke even.
"
1707,9,"@shraddha1812 I was sober 30 mins back.
"
1708,9,"#mindplaylist Bonobo - Dial M For Monkey
"
1709,9,"I'm high.
"
1710,9,"Thank you. NOT! RT @4191Congrats: @illsahil Hey Sahil. You have been chosen for a prize! http://tinyurl.com/yaawn3m
"
1711,9,"Ooo yeah. Mind games/ cold war amongst some of my tweeps. Ya'll know who ya'll are.
"
1712,9,"Well said. RT @Satans_Thong: If at first you don't succeed, redefine success.
"
1713,9,"@greenrains And so the anticipation grows further. The excitement is killing me.
"
1714,9,"@greenrains Oh. Would love to. But am in Delhi. Today I'll be checking out HP Chaurasya's performance tho. Organized by Spic Macay.
"
1715,9,"Fuckin youtube works super slow in Noida.
"
1716,9,"@Shreyakumar Haylow!
"
1717,9,"Some people follow u and wait for u to follow back. If you dont, they unfollow u. How fuckin fake n phony maaayyn.
"
1718,9,"@nobia_parker How was the doha trip?
"
1719,9,"I average 16 tweets a day. #asifyougiveafuck
"
1720,9,"@greenrains How was the Karsh Kale and Midival Punditz performance?
"
1721,9,"@ceetee Thats too long to wait for the Nexus.There'll be many other new Android phones till then.Plannin on gettin the Droid from the US tho
"
1722,9,"'India's missile tech a decade behind that of China' http://bit.ly/afPHx8
"
1723,9,"@ceetee You know when the Nexus One or the Droid is launching in India?
"
1724,9,"Grandparents who care for children 'boost obesity risk' http://bit.ly/cOX2p8 . Such a harsh thing to say.
"
1725,9,"What happens to record shops after they die? http://bit.ly/aaTjNF
"
1726,9,"I smell pussy. Is that you @iamsrk ?
"
1727,9,"Sleepy. Like always.
"
1728,9,"Lol RT @BrijeshT: Saw a shop ""Golimar traders Pvt. ltd."" -- I'm sure they do not have bad debts
"
1729,9,"Its Angaju. Its a killer song. RT @zennmaster: Aganju - Babel Gilberto.
"
1730,9,"Adobe AIR for a smartphone has potential to be revolutionary.
"
1731,9,"How Do You Overcome Creative Blocks? http://bit.ly/cVIYCH
"
1732,9,"Flaming Lips have recorded a remake of Dark Side of the Moon. Excited to check it out. Last.fm rocks!
"
1733,9,"Flaming Lips. A brand I'm gonna experiment with today evening when I get stoned.
"
1734,9,"Which just reminds me, i NEED to score.
"
1735,9,"Friends makin shanti scene today evening at the Khai lake ahead of Vasant Kunj. Cant go. Dayum.
"
1736,9,"She's coming!
"
1737,9,"Gonna buy a fast car, put on my lead boots and take a long hard drive. I may end up spendin all my money, but I'll still be alive.
"
1738,9,"She thinks I've been with another woman and thats enough, to send her half.
"
1739,9,"Gonna buy a tank and an aeroplane, when she catches up with me wont be no time to explain.
"
1740,9,"Murdered in cold blood thats what I'm gonna be.
"
1741,9,"Alan Wake for the PC cancelled. http://bit.ly/b1JEHc
"
1742,9,"They've given me company for about 3 years now, and they're still in mint condition. Totally worth the premium.
"
1743,9,"The Shure's flagship, the SE530 is priced at $500. Senn's flagship is now IE8. So, Shure or Senn? I need to replace my Shure E3Cs anyway.
"
1744,9,"Sennheiser finally launches high end In Ears aimed to compete with Shure and Ultimate Ears. The model is called IE8, priced at $400.
"
1745,9,"And today's kinda cold in Delhi and I've not worn anything warm.
"
1746,9,"An hour late to work. Reached home at bloody 5 am. Now today's the last function....and then....its over #kthnxbai . I 'need' sleep.
"
1747,9,"@nobia_parker Bits pilani?
"
1748,9,"Fuck! RT @barcaloco: Atlético Madrid 1 FC Barcelona 0 9""
"
1749,9,"Urimila Matodkar is here too. She's pretty.
"
1750,9,"More n more beer. Please. My 'no hard alcohol' thing is wokrin out good. Who needs hard alcohol huh? Not mah thang.
"
1751,9,"Sister's expressing her pit for the dancers. #badtrip
"
1752,9,"Dancing like maaaaaaaad!
"
1753,9,"Ouch RT @Satans_Thong: GROSS! All the little blisters are forming one big blister. Also they are filling with an orange fluid. OJ anyone?
"
1754,9,"Spending my time with my valentine. Her name's Cannabis. I &lt;3 cannabis. Muah.
"
1755,9,"Whooooaaaaaaa.....im soooo shanti right now.
"
1756,9,"But the only bad trip is im again running outta maal.
"
1757,9,"Smoking a nice afternoon lazy Sunday joint in a colony park. Its so #shanti here. Love it.
"
1758,10,"Figure skating hopeful Chan really lost after faltering... - http://fx.ly/a/63_8985b91eda
"
1759,10,"TTC Staff Report Calls For Customer Charter Of Rights - http://fx.ly/a/63_ad5793ef53
"
1760,10,"Friday Night Fever hits Cawthra Park - http://fx.ly/a/63_e4d7eacfab
"
1761,10,"Khadr's lawyer to challenge Ottawa's diplomatic request - http://fx.ly/a/63_943d38599c
"
1762,10,"Olympic luger's body arrives in hometown - http://fx.ly/a/63_2abff6b7dc
"
1763,10,"Tories gain slight edge over Liberals: poll - http://fx.ly/a/63_993d08466f
"
1764,10,"Study: Nearly 5% of hospitalized H1N1 patients died - http://fx.ly/a/63_c1dedaaa78
"
1765,10,"Rasheed Wallace, Paul Pierce each score 17 to lead Celt... - http://fx.ly/a/63_d6ee1f20bf
"
1766,10,"Driver Allegedly Responsible For Deadly Crash Named In ... - http://fx.ly/a/63_6a5bef2a98
"
1767,10,"Parker signing proof of Argos' aggressive bent - http://fx.ly/a/63_41f91132d9
"
1768,10,"Pairs skating silver medallists announce they are in a ... - http://fx.ly/a/63_13b8b4ca8d
"
1769,10,"Calendar: Toronto Transit Commission meets today - http://fx.ly/a/63_df990def0c
"
1770,10,"Canada cruises to 8-0 win over Norway in opener - http://fx.ly/a/63_763472e2c7
"
1771,10,"Higgins' NHL Fantasy Index - Feb. 17 - http://fx.ly/a/63_2f369dcea3
"
1772,10,"Pakistan confirms arrest of Taliban No. 2 - http://fx.ly/a/63_aed4db0678
"
1773,10,"Kevin Martin's Canada goes 2-0 in men's curling after d... - http://fx.ly/a/63_606fc0b68a
"
1774,10,"Viva hosts open house on Newmarket bus rapid transit, F... - http://fx.ly/a/63_996d19c3f2
"
1775,10,"Maelle Ricker overcomes injuries, setbacks to win Olymp... - http://fx.ly/a/63_389ca6d564
"
1776,10,"Calendar: Oshawa bus garage information meeting tonight - http://fx.ly/a/63_f0ce44e362
"
1777,10,"Lakers win fourth straight without Kobe Bryant, beating... - http://fx.ly/a/63_a736c466ab
"
1778,10,"First Nations get Olympic boost in B.C. - http://fx.ly/a/63_d21024212f
"
1779,10,"Martell Webster scores 28 to power Trail Blazers to 109... - http://fx.ly/a/63_c584f57459
"
1780,10,"Should Phil Kessel Be On The First Powerplay Unit? - http://fx.ly/a/63_6e8c0ca44b
"
1781,10,"Body of Georgian luger killed in Olympics training brou... - http://fx.ly/a/63_c68be56df9
"
1782,10,"Bar patron testifies at O'Keefe murder trial - http://fx.ly/a/63_1fb1ceeb2d
"
1783,10,"Alex the Great scores twice, leads Russia to 8-2 win ov... - http://fx.ly/a/63_ef154daa59
"
1784,10,"The Three Easy Steps to Ultimate Success (abridged vers... - http://fx.ly/a/63_33e891a804
"
1785,10,"TUFF Video: Little Phoenix and the Reign of Fists - http://fx.ly/a/63_78f8a58c6e
"
1786,10,"Leafs Use Adrenalin To Steam-roll Devils - http://fx.ly/a/63_82ca0f0d90
"
1787,10,"Disabled Nortel workers say they won't be protected - http://fx.ly/a/63_7d601bd184
"
1788,10,"NBA roundup: Tuesday's action on the boards - http://fx.ly/a/63_d04b6d1e07
"
1789,10,"Man pleads guilty to fondling stepdaughter - http://fx.ly/a/63_9e0cf11597
"
1790,10,"Score one for the Quad King: Plushenko leads after men'... - http://fx.ly/a/63_69f0eb658f
"
1791,10,"Embracing Sauvignon Blanc's green character - http://fx.ly/a/63_9f19d66b16
"
1792,10,"Deron Williams dishes out 15 assists in Utah's 104-95 w... - http://fx.ly/a/63_9a34257612
"
1793,10,"43 blunders that have haunted the Leafs - http://fx.ly/a/63_763b1724e7
"
1794,10,"Thunder turn stingy in third quarter to top new-look Ma... - http://fx.ly/a/63_bc45a1917a
"
1795,10,"Cito Gaston -- a wanted man at Jays camp? - http://fx.ly/a/63_377338d4e2
"
1796,10,"Maelle Ricker overcomes injuries, setbacks to win Olymp... - http://fx.ly/a/63_ff35dfeec2
"
1797,10,"Parker signing proof of Argos' aggressive bent - http://fx.ly/a/63_590c63d80b
"
1798,10,"Not in Vancouver, but Still Lovin' Vancouver Links - http://fx.ly/a/63_9882207150
"
1799,10,"Potter scores three goals as U.S. women's team hammers ... - http://fx.ly/a/63_6e426c9010
"
1800,10,"Volunteer Tutors & Mentors Needed for Grade 9 Students - http://fx.ly/a/63_647c9dfd95
"
1801,10,"Canada 8 v. Norway 0: No Banana Skin - http://fx.ly/a/63_9e41088746
"
1802,10,"Vancouver Games go from 'teething problems' to equivale... - http://fx.ly/a/63_eaf53cd3d6
"
1803,10,"Brass Rail suspects pumped by eviction: Witness - http://fx.ly/a/63_25bea2247f
"
